cord_uid;organization;title;doi;license;publish_time;authors;journal;url
6580mi5z;Medline;Anti-thrombotic therapy in patients with atrial fibrillation and intracranial hemorrhage.;10.1586/14737175.2014.945435;unk;2014;Diener, Hans-Christoph- Stanford, Sophia- Abdul-Rahim, Azmil- Christensen, Louisa- Hougaard, Kristina Dupont- Bakhai, Ameet- Veltkamp, Roland- Worthmann, Hans;Expert review of neurotherapeutics;"https://doi.org/10.1586/14737175.2014.945435; https://www.ncbi.nlm.nih.gov/pubmed/25091395/"
6k3bndse;Medline;Endovascular management and treatment of acute ischemic stroke.;10.1016/j.nec.2014.04.013;unk;2014;Mokin, Maxim- Snyder, Kenneth V- Siddiqui, Adnan H- Hopkins, L Nelson- Levy, Elad I;Neurosurgery clinics of North America;"https://doi.org/10.1016/j.nec.2014.04.013; https://www.ncbi.nlm.nih.gov/pubmed/24994092/"
fo5l3n2a;Medline;Efficacy of radiofrequency ablation for initial recurrent hepatocellular carcinoma after curative treatment: Comparison with primary cases.;10.1016/j.ejrad.2015.04.020;unk;2015;Fukuhara, Takayuki- Aikata, Hiroshi- Hyogo, Hideyuki- Honda, Yohji- Morio, Kei- Morio, Reona- Hatooka, Masahiro- Kobayashi, Tomoki- Naeshiro, Noriaki- Kawaoka, Tomokazu- Tsuge, Masataka- Hiramatsu, Akira- Imamura, Michio- Kawakami, Yoshiiku- Chayama, Kazuaki;European journal of radiology;"https://doi.org/10.1016/j.ejrad.2015.04.020; https://www.ncbi.nlm.nih.gov/pubmed/25979193/"
23t791qf;Medline;Evaluation of Effectiveness of Embolization in Pelvic Congestion Syndrome with the New Vascular Occlusion Device (ArtVentive EOS™): Preliminary Results.;10.1007/s00270-016-1380-8;unk;2016;Pyra, Krzysztof- Wo?niak, S?awomir- Drelich-Zbroja, Anna- Wolski, Andrzej- Jargie??o, Tomasz;Cardiovascular and interventional radiology;"https://doi.org/10.1007/s00270-016-1380-8; https://www.ncbi.nlm.nih.gov/pubmed/27250353/"
3dbcaczh;Medline;Cardiovascular disease and COVID-19: implications for prevention, surveillance and treatment.;10.1136/heartjnl-2020-317110;unk;25/5/2020;Chatterjee, Neal A- Cheng, Richard K;Heart;"https://doi.org/10.1136/heartjnl-2020-317110; https://www.ncbi.nlm.nih.gov/pubmed/32451360/"
32nm9lhz;Medline;Effect of estrogen replacement therapy on bone and cardiovascular outcomes in women with turner syndrome: a systematic review and meta-analysis.;10.1007/s12020-016-1046-y;unk;2017;Cintron, Dahima- Rodriguez-Gutierrez, Rene- Serrano, Valentina- Latortue-Albino, Paula- Erwin, Patricia J- Murad, Mohammad Hassan;Endocrine;"https://doi.org/10.1007/s12020-016-1046-y; https://www.ncbi.nlm.nih.gov/pubmed/27473099/"
m9abessk;Medline;Pain and sensory detection threshold response to acupuncture is modulated by coping strategy and acupuncture sensation.;10.1186/1472-6882-14-324;unk;2014;Lee, Jeungchan- Napadow, Vitaly- Park, Kyungmo;BMC complementary and alternative medicine;"https://doi.org/10.1186/1472-6882-14-324; https://www.ncbi.nlm.nih.gov/pubmed/25175308/"
8vacsoex;Medline;Hepatoblastoma state of the art: pre-treatment extent of disease, surgical resection guidelines and the role of liver transplantation.;10.1097/mop.0000000000000042;unk;2014;Meyers, Rebecka L- Tiao, Greg- de Ville de Goyet, Jean- Superina, Riccardo- Aronson, Daniel C;Current opinion in pediatrics;"https://doi.org/10.1097/mop.0000000000000042; https://www.ncbi.nlm.nih.gov/pubmed/24362406/"
eai7sz6o;Medline;Advances in interventional neuroradiology: novel use of mechanical thrombectomy in acute ischemic stroke.;10.2217/fca.15.12;unk;2015;Nayak, Sanjeev- Fitzpatrick, Sean;Future cardiology;"https://doi.org/10.2217/fca.15.12; https://www.ncbi.nlm.nih.gov/pubmed/26021630/"
1vvx76md;Medline;Cytoreductive surgery plus hyperthermic intraperitoneal chemotherapy improves survival for patients with peritoneal carcinomatosis from colorectal cancer: a phase II study from a Chinese center.;10.1371/journal.pone.0108509;unk;2014;Huang, Chao-Qun- Yang, Xiao-Jun- Yu, Yang- Wu, Hai-Tao- Liu, Yang- Yonemura, Yutaka- Li, Yan;PloS one;"https://doi.org/10.1371/journal.pone.0108509; https://www.ncbi.nlm.nih.gov/pubmed/25259574/"
nrbqshwm;Medline;Diagnostic criteria: OCT angiography for retinal angiomatous proliferation (RAP lesions, type 3 neovascularization);10.1007/s00347-019-01003-6;unk;15/11/2019;Valler, D- Feucht, N- Lohmann, C P- Ulbig, M- Maier, M;Der Ophthalmologe : Zeitschrift der Deutschen Ophthalmologischen Gesellschaft;"https://doi.org/10.1007/s00347-019-01003-6; https://www.ncbi.nlm.nih.gov/pubmed/31729533/"
5dn6izl5;Medline;Obligations to report outbreaks of foodborne disease under the International Health Regulations (2005).;10.3201/eid1409.080468;unk;2008;Kirk, Martyn- Musto, Jennie- Gregory, Joy- Fullerton, Kathleen;Emerging infectious diseases;"https://doi.org/10.3201/eid1409.080468; https://www.ncbi.nlm.nih.gov/pubmed/18760015/"
vcxke9je;Medline;A Single Point Mutation Creating a Furin Cleavage Site in the Spike Protein Renders Porcine Epidemic Diarrhea Coronavirus Trypsin Independent for Cell Entry and Fusion.;10.1128/jvi.00356-15;unk;2015;Li, Wentao- Wicht, Oliver- van Kuppeveld, Frank J M- He, Qigai- Rottier, Peter J M- Bosch, Berend-Jan;Journal of virology;"https://doi.org/10.1128/jvi.00356-15; https://www.ncbi.nlm.nih.gov/pubmed/25972540/"
kv93kgbn;Medline;An Italian Experience of Spirituality from the Coronavirus Pandemic.;10.1007/s10943-020-01036-1;unk;18/5/2020;Chirico, Francesco- Nucera, Gabriella;Journal of religion and health;"https://doi.org/10.1007/s10943-020-01036-1; https://www.ncbi.nlm.nih.gov/pubmed/32425242/"
vmyuajo3;Medline;Robotic vs. laparoscopic colorectal surgery: an institutional experience.;10.1007/s00464-011-1977-6;unk;2012;Deutsch, Gary B- Sathyanarayana, Sandeep Anantha- Gunabushanam, Vikraman- Mishra, Nitin- Rubach, Eugene- Zemon, Harry- Klein, Jonathan D S- Denoto, George;Surgical endoscopy;"https://doi.org/10.1007/s00464-011-1977-6; https://www.ncbi.nlm.nih.gov/pubmed/22044968/"
cjun4t25;Medline;Histological Risk Factors to Predict Clinical Relapse in Ulcerative Colitis With Endoscopically Normal Mucosa.;10.1093/ecco-jcc/jjy092;unk;2018;Ozaki, Ryo- Kobayashi, Taku- Okabayashi, Shinji- Nakano, Masaru- Morinaga, Shojiroh- Hara, Atsuko- Ohbu, Makoto- Matsuoka, Kentaro- Toyonaga, Takahiko- Saito, Eiko- Hisamatsu, Tadakazu- Hibi, Toshifumi;Journal of Crohn's & colitis;"https://doi.org/10.1093/ecco-jcc/jjy092; https://www.ncbi.nlm.nih.gov/pubmed/29939231/"
uarjlty8;Medline;Prevalence and predictors of self-reported sexual abuse in severely obese patients in a population-based bariatric program.;10.1155/2013/374050;unk;2013;Gabert, Danielle L- Majumdar, Sumit R- Sharma, Arya M- Rueda-Clausen, Christian F- Klarenbach, Scott W- Birch, Daniel W- Karmali, Shahzeer- McCargar, Linda- Fassbender, Konrad- Padwal, Raj S;Journal of obesity;"https://doi.org/10.1155/2013/374050; https://www.ncbi.nlm.nih.gov/pubmed/23864941/"
09eo52xh;Medline;Effects of endurance training on neuromuscular fatigue in healthy active men. Part I: Strength loss and muscle fatigue.;10.1007/s00421-018-3950-8;unk;2018;Mira, J- Aboodarda, S J- Floreani, M- Jaswal, R- Moon, S J- Amery, K- Rupp, T- Millet, Guillaume Y;European journal of applied physiology;"https://doi.org/10.1007/s00421-018-3950-8; https://www.ncbi.nlm.nih.gov/pubmed/30121882/"
mpzsej6q;Medline;"""What Were You Before the War?"" Repurposing Psychiatry During the COVID-19 Pandemic.";10.4088/jcp.20com13373;unk;7/4/2020;Nicol, Ginger E- Karp, Jordan F- Reiersen, Angela M- Zorumski, Charles F- Lenze, Eric J;The Journal of clinical psychiatry;"https://doi.org/10.4088/jcp.20com13373; https://www.ncbi.nlm.nih.gov/pubmed/32271506/"
nzkxdvdm;Medline;Is there a relationship between monthly rainfall and the isolation of Legionella in potable water systems in Spanish healthcare facilities?;10.1086/595981;unk;2009;Rivera, Jose-Maria- Granizo, Juan-Jose- Aguilar, Lorenzo- Giménez, Maria-Jose- Aguiar, Jose-Maria- Prieto, Jose;Infection control and hospital epidemiology;"https://doi.org/10.1086/595981; https://www.ncbi.nlm.nih.gov/pubmed/19215199/"
lngczzh2;Medline;Significance of Nissen fundoplication after endoscopic radiofrequency ablation of Barrett's esophagus.;10.1007/s00464-015-4677-9;unk;2016;Skrobi?, Ognjan- Simi?, Aleksandar- Radovanovi?, Nebojša- Ivanovi?, Nenad- Micev, Marjan- Peško, Predrag;Surgical endoscopy;"https://doi.org/10.1007/s00464-015-4677-9; https://www.ncbi.nlm.nih.gov/pubmed/26659238/"
2r2i6g09;Medline;Surgical correction of labial fusion with vaginoplasty in a cat.;10.1177/1098612x12470653;unk;2013;Plavec, Tanja- Pavlin, Darja;Journal of feline medicine and surgery;"https://doi.org/10.1177/1098612x12470653; https://www.ncbi.nlm.nih.gov/pubmed/23253882/"
9pchowhu;Medline;Effects of supervised exercise compared to non-supervised exercise early after total hip replacement on patient-reported function, pain, health-related quality of life and performance-based function - a systematic review and meta-analysis of randomized controlled trials.;10.1177/0269215518791213;unk;2019;Hansen, Sebrina- Aaboe, Jens- Mechlenburg, Inger- Overgaard, Søren- Mikkelsen, Lone Ramer;Clinical rehabilitation;"https://doi.org/10.1177/0269215518791213; https://www.ncbi.nlm.nih.gov/pubmed/30073856/"
t888jz0e;Medline;Radiofrequency ablation for stage I non-small cell lung cancer: management of locoregional recurrence.;10.1016/j.athoracsur.2011.11.043;unk;2012;Lanuti, Michael- Sharma, Amita- Willers, Henning- Digumarthy, Subba R- Mathisen, Douglas J- Shepard, Jo-Anne O;The Annals of thoracic surgery;"https://doi.org/10.1016/j.athoracsur.2011.11.043; https://www.ncbi.nlm.nih.gov/pubmed/22296982/"
a20oi9ug;Medline;Disproportionate Case Reduction After Ban of Elective Surgeries During the SARS-CoV-2 Pandemic.;10.1097/bsd.0000000000001017;unk;29/5/2020;Laux, Christoph J- Bauer, David E- Kohler, Adrian- Uçkay, Ilker- Farshad, Mazda;Clinical spine surgery;"https://doi.org/10.1097/bsd.0000000000001017; https://www.ncbi.nlm.nih.gov/pubmed/32482971/"
go7xsnw8;Medline;Unleashing the Power of Laboratory Developed Tests: Closing Gaps in COVID Diagnosis and Beyond.;10.1093/jalm/jfaa077;unk;2/6/2020;Dietzen, Dennis J;The journal of applied laboratory medicine;"https://doi.org/10.1093/jalm/jfaa077; https://www.ncbi.nlm.nih.gov/pubmed/32484509/"
ohk3o23s;Medline;Evaluation of unmet clinical needs in prophylaxis and treatment of venous thromboembolism in at-risk patient groups: pregnancy, elderly and obese patients.;10.1186/s12959-019-0214-8;unk;2019;Brenner, Benjamin- Arya, Roopen- Beyer-Westendorf, Jan- Douketis, James- Hull, Russell- Elalamy, Ismail- Imberti, Davide- Zhai, Zhenguo;Thrombosis journal;"https://doi.org/10.1186/s12959-019-0214-8; https://www.ncbi.nlm.nih.gov/pubmed/31889915/"
r60dz076;Medline;This Spring Is Different.;10.1097/nur.0000000000000524;unk;2020;Fulton, Janet S;Clinical nurse specialist CNS;"https://doi.org/10.1097/nur.0000000000000524; https://www.ncbi.nlm.nih.gov/pubmed/32250988/"
lq4urg4k;Medline;Quantitative analysis of solid dosage forms of cefixime using Raman spectroscopy.;10.1016/j.saa.2020.118446;unk;6/5/2020;Bajwa, Jawad- Nawaz, Haq- Majeed, Muhammad Irfan- Hussain, Abdullah Ijaz- Farooq, Sidra- Rashid, Nosheen- Bakkar, Muhammad Abu- Ahmad, Shamsheer- Hyat, Hamza- Bashir, Saba- Ali, Saqib- Kashif, Muhammad;Spectrochimica acta. Part A, Molecular and biomolecular spectroscopy;"https://doi.org/10.1016/j.saa.2020.118446; https://www.ncbi.nlm.nih.gov/pubmed/32408230/"
ijj2fz9y;Medline;Hydrofiber Dressing Saturated With Mafenide Acetate Extends the Duration of Antimicrobial Activity.;10.1097/bcr.0000000000000455;unk;2017;Kahn, Steven A- Afshari, Ashkan- Nguyen, Lyly- Shinha, Takashi- Huff, Teri- Montgomery, Amelia C- Stratton, Charles- Summitt, Blair;Journal of burn care & research : official publication of the American Burn Association;"https://doi.org/10.1097/bcr.0000000000000455; https://www.ncbi.nlm.nih.gov/pubmed/27775984/"
tln3q3g4;Medline;SARS-CoV-2 infection in ambulatory and hospitalised Spanish children.;10.1136/archdischild-2020-319366;unk;22/5/2020;de Ceano-Vivas, María- Martín-Espín, Irene- Del Rosal, Teresa- Bueno-Barriocanal, Marta- Plata-Gallardo, Marta- Ruiz-Domínguez, José Antonio- López-López, Rosario- Molina-Gutiérrez, Miguel Ángel- Bote-Gascón, Patricia- González-Bertolín, Isabel- García-Sánchez, Paula- Martín-Sánchez, Julia- de Miguel-Lavisier, Begoña- Sainz, Talía- Baquero-Artigao, Fernando- Méndez-Echevarría, Ana- Calvo, Cristina;Archives of disease in childhood;"https://doi.org/10.1136/archdischild-2020-319366; https://www.ncbi.nlm.nih.gov/pubmed/32444450/"
j7tr72b0;Medline;Surgical resection of ruptured fibrolamellar hepatocellular carcinoma.;10.1155/2013/679565;unk;2013;Minutolo, Vincenzo- Licciardello, Alessio- Arena, Manuel- Minutolo, Orazio- Lanteri, Raffaele- Arena, Goffredo;Case reports in surgery;"https://doi.org/10.1155/2013/679565; https://www.ncbi.nlm.nih.gov/pubmed/23956918/"
445ivhx0;Medline;Mechanical Ventilation in COVID-19: Interpreting the Current Epidemiology.;10.1164/rccm.202004-1385ed;unk;13/5/2020;Wunsch, Hannah;American journal of respiratory and critical care medicine;"https://doi.org/10.1164/rccm.202004-1385ed; https://www.ncbi.nlm.nih.gov/pubmed/32402207/"
puaix2vr;Medline;Reversing the testing effect by feedback is a matter of performance criterion at practice.;10.3758/s13421-020-01041-5;unk;16/5/2020;Racsmány, Mihály- Sz?ll?si, Ágnes- Marián, Miklós;Memory & cognition;"https://doi.org/10.3758/s13421-020-01041-5; https://www.ncbi.nlm.nih.gov/pubmed/32418183/"
8a6y1qsf;Medline;The substantial awareness role of web-based and social media platforms in developing countries during a pandemic scenario: the example of COVID-19.;10.1093/pubmed/fdaa075;unk;3/6/2020;Abdul-Baki, Mohammad-Nasan- Dhemesh, Yaseen- Alasadi, Lugien- Alsuliman, Tamim;Journal of public health;"https://doi.org/10.1093/pubmed/fdaa075; https://www.ncbi.nlm.nih.gov/pubmed/32490518/"
4yem85t1;Medline;The impact of epidemic outbreak: the case of severe acute respiratory syndrome (SARS) and suicide among older adults in Hong Kong.;10.1027/0227-5910/a000015;unk;2010;Yip, Paul S F- Cheung, Y T- Chau, P H- Law, Y W;Crisis;"https://doi.org/10.1027/0227-5910/a000015; https://www.ncbi.nlm.nih.gov/pubmed/20418214/"
mn7okkyu;Medline;Partial small bowel resection with sleeve gastrectomy increases adiponectin levels and improves glucose homeostasis in obese rodents with type 2 diabetes.;10.1007/s00268-012-1483-6;unk;2012;Kopsombut, Gift- Shoulson, Rivka- Milone, Luca- Korner, Judith- Lifante, Jean-Christophe- Sebastian, Manu- Inabnet, William B;World journal of surgery;"https://doi.org/10.1007/s00268-012-1483-6; https://www.ncbi.nlm.nih.gov/pubmed/22362044/"
ta8sss1s;Medline;Establishing and managing a quarantine and isolation centre in COVID-19 pandemic.;10.5455/jpma.06;unk;1/5/2020;Mansoor, Sahibzada Nasir- Gill, Zaheer Ahmad- Rathore, Farooq Azam- Uttra, Khurshid Muhammad;JPMA. The Journal of the Pakistan Medical Association;"https://doi.org/10.5455/jpma.06; https://www.ncbi.nlm.nih.gov/pubmed/32515368/"
zhnc9xyt;Medline;Molecular epidemiology of influenza A virus infection in Cyprus in four consecutive seasons (2009 pandemic-2013).;10.1017/s0950268813002689;unk;2014;Panayiotou, C- Richter, J- Bashiardes, S- Koptides, D- Tryfonos, C- Christodoulou, C;Epidemiology and infection;"https://doi.org/10.1017/s0950268813002689; https://www.ncbi.nlm.nih.gov/pubmed/24152574/"
2861g7jf;Medline;Murine coronavirus receptors are differentially expressed in the central nervous system and play virus strain-dependent roles in neuronal spread.;10.1128/jvi.02688-09;unk;2010;Bender, Susan J- Phillips, Judith M- Scott, Erin P- Weiss, Susan R;Journal of virology;"https://doi.org/10.1128/jvi.02688-09; https://www.ncbi.nlm.nih.gov/pubmed/20739537/"
erig90qa;Medline;'Step-port' laparoscopic cystgastrostomy for the management of organized solid predominant post-acute fluid collections after severe acute pancreatitis.;10.1111/hpb.12099;unk;2014;Gibson, Simon C- Robertson, Bernard F- Dickson, Euan J- McKay, Colin J- Carter, C Ross;HPB : the official journal of the International Hepato Pancreato Biliary Association;"https://doi.org/10.1111/hpb.12099; https://www.ncbi.nlm.nih.gov/pubmed/23551864/"
w0sb4qnl;Medline;Covid-19: Lack of capacity led to halting of community testing in March, admits deputy chief medical officer.;10.1136/bmj.m1845;unk;6/5/2020;Iacobucci, Gareth;BMJ;"https://doi.org/10.1136/bmj.m1845; https://www.ncbi.nlm.nih.gov/pubmed/32376638/"
joaru29c;Medline;Teaching HIV-specific content for pre-licensure nursing and health professions students: a review and synthesis.;10.1080/09540121.2018.1510108;unk;2018;Phillips, J Craig- Caine, Vera- Dewart, Georgia- de Padua, Anthony- Dela Cruz, Añiela M- Rickards, Tracey- McGinn, Maggie- Cator, Stephany- Pauly, Bernadette Bernie- Gagnon, Marilou;AIDS care;"https://doi.org/10.1080/09540121.2018.1510108; https://www.ncbi.nlm.nih.gov/pubmed/30112926/"
nehyoszo;Medline;Robotic-assisted colorectal surgery in the United States: a nationwide analysis of trends and outcomes.;10.1007/s00268-013-2024-7;unk;2013;Halabi, Wissam J- Kang, Celeste Y- Jafari, Mehraneh D- Nguyen, Vinh Q- Carmichael, Joseph C- Mills, Steven- Stamos, Michael J- Pigazzi, Alessio;World journal of surgery;"https://doi.org/10.1007/s00268-013-2024-7; https://www.ncbi.nlm.nih.gov/pubmed/23564216/"
8o0h84bu;Medline;[Discussion and suggestion on the classification of severe and critical coronavirus disease 2019 in Chinese experts' consensus on diagnosis and treatment of severe and critical coronavirus disease 2019].;10.3760/cma.j.cn121430-20200226-00339;unk;1/3/2020;Zhou, Qingshan;Zhonghua wei zhong bing ji jiu yi xue;"https://doi.org/10.3760/cma.j.cn121430-20200226-00339; https://www.ncbi.nlm.nih.gov/pubmed/32385988/"
gjh6o3kb;Medline;Left Ventricular Compressions Improve Hemodynamics in a Swine Model of Out-of-Hospital Cardiac Arrest.;10.1080/10903127.2016.1241328;unk;2017;Anderson, Kenton L- Castaneda, Maria G- Boudreau, Susan M- Sharon, Danny J- Bebarta, Vikhyat S;Prehospital emergency care : official journal of the National Association of EMS Physicians and the National Association of State EMS Directors;"https://doi.org/10.1080/10903127.2016.1241328; https://www.ncbi.nlm.nih.gov/pubmed/27918847/"
qgfpb4wn;Medline;Clinical characteristics, diagnosis, and treatment of COVID-19: A case report.;10.12998/wjcc.v8.i11.2325;unk;6/6/2020;He, Yan-Fei- Lian, Shi-Jie- Dong, Yu-Chao;World journal of clinical cases;"https://doi.org/10.12998/wjcc.v8.i11.2325; https://www.ncbi.nlm.nih.gov/pubmed/32548163/"
